violation_code,violation_description,violation_key
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGER ON DUTY WHILE TCS FOODS (PULLED PORK, CHICKEN, SALADS) WERE PREPARED AND SERVED AT THE TIME OF INSPECTION. CERTIFIED FOOD MANAGER ARRIVED AT FACILITY 40",4065
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGER PRESENT WITH A CITY OF CHICAGO FOOD SANITATION CERTIFICATE WHILE TCS FOODS (CHILI AT 200F) WERE BEING PREPARED AND SERVED.  MANAGEMENT INSTRUCTED THAT A,4066
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CITY OF CHICAGO FOOD SANITATION MANAGER ON SITE WHILE TCS FOODS ARE BEING PREPPED/SERVED (SUCH AS CHICKEN, BEEF). INSTRUCTED MUST HAVE A CITY OF CHICAGO FOOD SANITATION MANAGE",4067
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO VALID CITY OF CHICAGO CERTIFIED FOOD MANAGER ON DUTY/SITE WHILE TCS FOODS ARE BEING PREPARED, HANDLED AND SERVED SUCH AS HAMBUGERS AND CHICKEN. INSTRUCTED MANAGER THAT A CERTI",4068
25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER ADVISORY DISCLOSURE ON THE MENU FOR RAW OR UNDERCOOKED FOODS ON THE BRUNCH MENU. MANAGEMENT INSTRUCTED TO DISCLOSE OR DESCRIBE WHICH FOODS CAN BE ORDERED RAW OR UNDE,4069
36,"THERMOMETERS PROVIDED & ACCURATE - Comments: INSTRUCTED TO PROVIDE THERMOMETER VISIBLE INSIDE ALL COOLERS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: INSTRUCTED TO REPAINT OR REPLACE RUSTY META",4070
36,THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETER CONSPICUOUSLY PLACED IN BOTTLED BEVERAGE REACH-IN  COOLER IN THE FRONT OF THE ESTABLISHMENT. INSTRUCTED THE PERSON IN CHARGE TO PROVIDE THERMOMETERS FOR ALL HOT AND COLD HOLDING EQU,4071
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED BULK CONTAINERS NOT LABELED IN REAR STORAGE AREA. INSTRUCTED MANAGER TO LABEL ALL BULK CONTAINERS WITH COMMON NAME OF FOOD. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSER",4072
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-501.112  OBSERVED DEAD INSECTS ON THE FLOOR OF THE BASEMENT. MANAGEMENT INSTRUCTED TO CLEAN AND REMOVE.",4073
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: FRONT REVOLVING DOOR NOTED WITH AN OPEN 1 INCH GAP ON THE BOTTOM THRESHOLD AND TORN RODENT PROOF STRIPS ON THE BOTTOM. MUST REPLACE TORN STRIPS AND PROVIDE A TIGHT FITTING SEAL ON ALL AREAS OF THE R",4074
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 6 RAT DROPPINGS SCATTERED ON THE CHIP DISPLAY SHELVING AND 15 RAT DROPPINGS SCATTERED ON THE FLOOR UNDER UNUSED PIZZA PREP AREA. INSTRUCED MANAGER TO REMOVE AND DETAIL CLEAN AREAS. PRIORITY",4075
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 200 MOUSE DROPPINGS SCATTERED THROUGHOUT FACILITY IN FOLLOWING AREAS:BEHIND HOT HOLD EQUIPMENT, ALONG WALL IN AUXILLARY STORAGE ROOM ATTACHED TO LUNCH ROOM, THROUGHOUT FOOD LA",4076
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: 3-305.11: FOOD STORAGE ON FLOOR IN REAR (CONTAINERS OF DRY SPICES AND ONIONS). INSTD TO ELEVATE 6 INCHES AND MAINTAIN  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CL",4077
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD STORED ON FLOOR IN THE FOLLOWING AREAS: WALK IN COOLER IN REAR PREP, BASEMENT, WALK IN FREEZER IN REAR PREP. INSTRUCTED MUST ELEVATE FOOD PRODUCTS FROM FLOOR",4078
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED PLASTIC CONTAINERS USED AS SCOOPS WITHOUT A HANDLE. FACILITY MUST PROVIDE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",4079
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: RUBBER GASKETS IN NEED OF CLEANING TO REMOVE FOOD DEBRIS. INSTRUCTED TO CLEAN AND MAINTAIN.  | 40. PERSONAL CLEANLINESS - Comments: OBSERVED FOOD HANDLER WITH NO HAIR REST",4080
40,"PERSONAL CLEANLINESS - Comments: OBSERVED THE FOOD HANDLER IN THE FRONT MAKING DONUTS WITHOUT A BEARD GUARD. INSTRUCTED TO PROVIDE AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSER",4081
43,"IN-USE UTENSILS: PROPERLY STORED - Comments: NOTED SERVING PLATES ON SHELVES AT THE KITCHEN PREP AREA, BAR, AND DINING AREA NOT PROPERLY STORED. INSTRUCTED TO INVERT ALL SERVING PLATES AT THE KITCHEN, BAR, AND DINING TABLES TO PREVENT DUST ACCUMULATI",4082
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: CUTTING BOARDS WITH OPEN SEAMS AND DARK STAINS. MUST REFINISH OR REPLACE DAMAGED OR STAINED CUTTING BOARDS | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comm",4083
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MULTIPLE CUTTING BOARDS WITH DEEP GROOVES AND STAINS IN THE REAR PREPARATION AREA. INSTRUCTED THE PERSON IN CHARGE TO RESURFACE OR REPLACE CUTTING",4084
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE CUTTING BOARD IN THE FRONT PREP AREA WITH DEEP DARK SEAM. MUST REPLACE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN -",4085
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: SIDES OF CABINETS IN NEED OF CLEANING TO REMOVE ALL FOOD SPILLS  INSTRUCTED TO CLEAN AND MAINTAIN   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",4086
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(C) OBSERVED RUST UNDER THE 3 COMPARTMENT SINK BY THE GREASE TRAP. INSTRUCTED TO REMOVE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15 OBSERVED A MINOR LEAK AT THE BOTT,4087
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN THE EXTERIOR SIDES OF THE PIZZA OVEN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: THE VENTILATION FAN IN THE WASHROOM IS NOT OPERATIONAL.  MUST REPAIR OR REPLACE THE,4088
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN THE INTERIORS OF REFRIGERATION UNITS. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLE PROVIDE",4089
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED A HEAVY BUILD UP OF GREASE ON THE SIDES OF THE DEEP FRYING UNITS IN THE REAR FOOD PREP AREA.  INSTRUCTED TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Commen",4090
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ACCUMULATED FOOD DEBRIS ON PREP AREA SHELVES, EXTERIOR OF HANDWASH SINK, PREP AREA SHELVES AND INTERIOR/EXTERIOR OF COOLERS. MUST CLEAN AND MAINTAIN ALL PREP AREA EQUIPMENT. | 55. PHYSICAL FAC",4091
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ICE ACCUMULATION INSIDE 2 FREEZERS. MUST REMOVE ICE, CLEAN AND SANITIZER. MUST MAINTAIN SAME.",4092
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE INTERIOR OF THE LARGE ICE MACHINE IN NEED OF CLEANING; CLEAN INTERIOR OF MACHINE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTUCTED TO CLEAN THE FL",4093
51,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACKFLOW PREVENTION DEVICE FOR UTILITY SINK, LOCATED NEAR THREE COMPARTMENT SINK. INSTRUCTED MANAGEMENT TO PROVIDE A BACKFLOW PREVENTION DEVICE LOCATED SO THAT IT MAY BE SERVICED AND",4094
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND CLUTTER STORED AT BASEMENT STORAGE(OLD EQUIPMENT/TOOL ETC.)MUST BE CLEAN AND ORGANIZE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND WALLS AND CEILING NOT",4095
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE FLOOR TILES IN FRONT OF THE WALK IN FREEZER IN POOR REPAIR (BROKEN & CRACKED). MUST REPAIR AND MAINTAIN SMOOTH AND EASILY CLEANABLE.",4096
55,"""PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED """"COCA-COLA"""" COOLER IN REAR OF FACILITY. INSTRUCTED TO REMOVE FROM PREMISES.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED BUILD UP OF D""",4097
56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: EXCESSIVE DUST ACCUMULATION ON VENT COVER IN EMPLOYEE TOILET ROOM. INSTD TO CLEAN AND MAINTAIN SAME,4098
59,"PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS VIOLATION  FROM 1/4/23 REPORT 2569147 NOT CORRECTED: 3-COMPARTMENT SINK IMPROPERLY DRAINING, WASTE WATER IMMEDIATELY BACKING UP FROM DRAIN ONTO FLOOR WHEN WATER BEING DRAINED (ONE",4099
6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE - Comments: Food handler eating in prep area, instructed to eat in designated areas. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: No hot running water at main prep kitch",4100
60,PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS FROM REPORT # 2568435 12/13/22 NOT CORRECTED.#10- MUST PROVIDE A HAND WASHING SIGN IN 2ND FL. STAFF TOILET ROOM.#10- OBSERVED TIMED FAUCETS NOT FUNCTIONING PROPERLY IN GIRLS AND B,4101
DAL_046105,Violation Description - 1,4102
DAL_052562,Violation Description - 1,4103
DAL_055102,Violation Description - 1,4104
DAL_057099,Violation Description - 1,4105
DAL_063879,Violation Description - 1,4106
DAL_070777,Violation Description - 1,4107
DAL_073008,Violation Description - 1,4108
DAL_078471,Violation Description - 1,4109
DAL_085960,Violation Description - 1,4110
DAL_091411,Violation Description - 1,4111
DAL_094165,Violation Description - 1,4112
DAL_103823,Violation Description - 1,4113
DAL_110493,Violation Description - 1,4114
DAL_116812,Violation Description - 1,4115
DAL_138451,Violation Description - 1,4116
DAL_141504,Violation Description - 1,4117
DAL_159467,Violation Description - 1,4118
DAL_160354,Violation Description - 1,4119
DAL_160525,Violation Description - 1,4120
DAL_162042,Violation Description - 1,4121
DAL_162966,Violation Description - 1,4122
DAL_163858,Violation Description - 1,4123
DAL_166085,Violation Description - 1,4124
DAL_177705,Violation Description - 1,4125
DAL_182863,Violation Description - 1,4126
DAL_187852,Violation Description - 1,4127
DAL_188301,Violation Description - 1,4128
DAL_190864,Violation Description - 1,4129
DAL_198085,Violation Description - 1,4130
DAL_199656,Violation Description - 1,4131
DAL_209001,Violation Description - 1,4132
DAL_209383,Violation Description - 1,4133
DAL_216660,Violation Description - 1,4134
DAL_222675,Violation Description - 1,4135
DAL_223034,Violation Description - 1,4136
DAL_223438,Violation Description - 1,4137
DAL_228247,Violation Description - 1,4138
DAL_230735,Violation Description - 1,4139
DAL_236235,Violation Description - 1,4140
DAL_239575,Violation Description - 1,4141
DAL_242739,Violation Description - 1,4142
DAL_244788,Violation Description - 1,4143
DAL_246978,Violation Description - 1,4144
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: MUST PROVIDE HANDWASHING SIGNS AT ALL HANDWASHING SINKS, MAINTAIN | 15. FOOD SEPARATED AND PROTECTED - Comments: FOUND UNCOVERED POT OF VEGETABLES IN BEVERAGE COOLER. INSTRUCTED",4145
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO HANDWASHING SINK IN PREP AREA. INSTD TO PROVIDE HANDWASH SINK WITH HOT/COLD RUNNING WATER UNDER CITY PRESSURE IN SAME AREA. PRIORITY VIOLATION 7-38-030(C) | 51. PLUMBING INSTA,4146
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND DRYING PROVISION AT HANDWASHING SINK LOCATED IN BOTH DIH/ PREP AREA AND TOILET ROOM. ALL HANDWASHING SINKS MUST BE EQUIPPED WITH A HAND DRYING PROVISION AT ALL T,4147
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN AT HAND WASHING SINK IN BAR. INSTRUCTED MANAGER TO PROVIDE HAND WASHING SIGNS AT ALL HAND WASHING SINKS USED BY EMPLOYEES. | 39. CONTAMINATION PREVE,4148
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNAGE AT WASHBOWL SINK IN 1 OF 2 EMPLOYEE TOILET ROOMS. INSTRUCTED TO PROVIDE.  | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED BROKEN THER,4149
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING SIGNAGE AT THE HANDSINK IN THE COFFEE STATION AREA. INSTRUCTED TO PROVIDE. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETER INSI,4150
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING SIGNAGE IN TOILET ROOM. INSTRUCTED TO PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED INSECT DEBRIS ALO",4151
16,"FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED A SLIGHT DEBRIS ACCUMULATION ENCRUSTED ON THE INTERIOR OF THE ICE MACHINE.MUST REMOVE DEBRIS, DETAIL CLEAN INSIDE ICE MACHINE/HAVE SERVICED AND MAINTAIN ICE MACHINE AT ALL TIMES.",4152
16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED THE INTERIOR OF THE UPPER WATER RESERVOIR WHERE ICE FOR CONSUMPTION IS MADE WITH A BROWN AND BLACK SLIME SUBSTANCE ON ALL ICE CONTACT SURFACES DRIPPING DOWN INTO THE ICE BIN AND ON THE P,4153
16,"FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: SOME UPPER PORTIONS IN THE INTERIOR OF THE ICE MACHINE NEEDS CLEANING. MUST MAINTAIN CLEAN. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: MUST NOT STORE COOKIN",4154
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: 2-101.11	OBSERVED NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON-SITE DURING THE INSPECTION WHILE THE TEMPERATURE CONTROL FOR SAFETY FOODS (CHICKEN) WAS PREPARED AND SERVED. INSTRUCTED A CI,4155
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON PREMISES WHILE TCS FOODS (MILK,HAM, ETC.) IS BEING PREPARED. INSTRUCTED A CITY OF CHICAGO CERTIFIED FOOD MANAGER WITH ORGINAL CERTIFICATE MUST",4156
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED MANAGER FROM 11:00AM TO 11:40PM WHILE TCS FOODS SUCH AS CHICKEN WERE PREPARED. AT 11:40AM CERTIFIED MANAGER LESTER SWIMS ARRIVED ON SITE. INSTRUCTED TO MAINTAIN EMPL,4157
22,"PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED TCS FOODS (CHICKEN, BEEF, PORK) INSIDE PREP COOLER AT IMPROPER TEMPERATURES RANGING 49F-55F. APPROXIMATELY 10 POUNDS, $50 OF FOOD PRODUCTS DISCARDED. ALL COLD FOODS MUST BE HELD AT TEMPERATURE OF",4158
25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: MENU DOES NOT DISCLOSE AND INFORM CONSUMERS THE SPECIFIC MENU ITEMS THAT ARE RAW OR UNDERCOOKED SUCH AS BURGERS. MUST DISCLOSE AND REMIND CUSTOMERS OF SUCH FOOD ON BOTH THE PRINTED AND V,4159
25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER ADVISORY DISCLOSURE PROVIDED FOR RAW OR UNDERCOOKED ANIMAL FOODS ON THE MENU.  MANAGEMENT INSTRUCTED TO DISCLOSE OR DESCRIBE WHICH FOODS CAN BE ORDERED RAW OR UNDERC,4160
3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE FOR ALL EMPLOYEES. MUST PROVIDE FOR ALL. PRIORITY FOUNDATION VIOLATION. | 25. CONSUMER ADVISORY PROVIDE",4161
3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE FOR ALL EMPLOYEES. MUST PROVIDE. PRIORITY FOUNDATION VIOLATION. | 41. WIPING CLOTHS: PROPERLY USED & ST",4162
3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON THE PREMISES.INSTRUCTED MANAGEMENT TO PROVIDE A SIGNED EMPLOYEE HEALTH POLICY FOR EACH EMPLOYEE. PR",4163
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12: OBSERVED CONDIMENTS SUCH AS SALT STORED IN UNLABELED CONTAINERS. INSTRUCTED SPICES, SEASONING AND FOOD NOT IN ORIGINAL CONTAINER MUST BE LABELED WITH COMMON NAME.  | 43. IN-USE UTENSILS:",4164
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: Bulk food container ( sugar ) not labeled. Instructed to label and maintain. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: Fly trap mounted on wall above food containers, instructed to",4165
37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED BULK FOOD CONTAINERS IN REAR STORAGE AREA NOT LABELED WITH THE COMMON NAME OF THE STORED FOOD. INSTRUCTED TO LABEL ALL BULK FOOD WITH COMMON NAME OF STORED FOOD AND MAINTAIN. | 39. CONTAM,4166
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED BULK FOOD CONTAINERS NOT LABELED. MUST LABEL BULK WITH COMMON NAME TO PROPERLY IDENTIFY. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MUST PROVIDE LID ON",4167
37,"FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: Violation Codes: 3-302.12 Inspector Comments: OBSERVED FOOD NOT IN ORIGINAL CONTAINERS MUST LABEL AND MAINTAIN. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments:",4168
"(41.67932392974764, -87.61800463015409)",90,4169
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED FRONT ENTRANCE DOOR NOT COMPLETELY RODENT PROOFED. INSTRUCTED MANAGER THAT ANY AND ALL ENTRY POINTS MUST BE SEALED AS THERE IS STILL ACTIVE PEST CONTROL ACTIVITY. MANAGER PLACED SEAL ON FRO",4170
41,"WIPING CLOTHS: PROPERLY USED & STORED - Comments: ALL WIPING CLOTHS MUST BE STORED IN A CLEAN SANITIZING SOLUTION WHEN NOT IN USE. INSTRUCTED TO CORRECT AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED &",4171
41,"WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED WIPING CLOTHS STORED ON TOP OF FOOD PREP TABLES IN MAIN FOOD PREPARATION AREA. MUST PROPERLY STORE WIPING CLOTHS IN A SANITIZING SOLUTION WHEN NOT IN USE. | 55. PHYSICAL FACILITIES INSTALLED,",4172
41,WIPING CLOTHS: PROPERLY USED & STORED - Comments: WIPING CLOTHS MUST BE HELD IN A CONTAINER WITH A SANITIZING SOLUTION IN BETWEEN USE.,4173
43,IN-USE UTENSILS: PROPERLY STORED - Comments: OBSERVED SCOOPS FOR DRY STORAGE CONTAINERS BEING STORED DIRECTLY INSIDE OF THE CONTAINER. INSTRUCTED TO PROPERLY STORE ALL UTENSILS BETWEEN USE.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comment,4174
44,"UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED APRON STORED ON CUTTING BOARD WITH RAW MEAT IN REAR PREP AREA. Soiled LINENS shall be kept in clean, nonabsorbent receptacles or clean, washable laundry bags and sto",4175
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: CUTTING BOARDS IN THE FOOD PREP AREA WITH STAINS AND DEEP GROOVES. INSTRUCTED TO EITHER SAND OR REPLACE CUTTING BOARDS. MUST MAINTAIN A SMOOTH AND EASILY CL",4176
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: EXTERIOR OF GREASE INTERCEPTOR WITH RUSTY SURFACE. INSTD TO REMOVE RUST AND MAINTAIN",4177
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED PREP TABLE USED AS CUTTING BOARDS WITH OPEN SEAMS AND DARK STAINS. INSTRUCTED TO USE A REAL CUTTING BOARD WITH SMOOTH, STAINLESS-FREE, AND EASILY CLEA",4178
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MILK AND POP CRATES USED FOR ELEVATION. INSTRUCTED MANAGER TO PROVIDE SHELVING FOR PROPER ELEVATION, MUST BE ABLE TO EASILY CLEAN AND MONITOR UNDER",4179
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  OBSERVED THE INTERIOR OF THE ONE DOOR FREEZER STORED IN THE BASEMENT TO HAVE FOOD DEBRIS AND SPLASH. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN -",4180
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN THE SPILLED FOOD DEBRIS INSIDE OF THE HOT HOLDING UNIT LOCATED IN THE KITCHEN/DRY STORAGE ROOM.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INST,4181
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DEBRIS ON INTERIOR AND EXTERIOR SURFACES OF SHELVING UNITS AND CABINETS IN DRY STORAGE AND CLASSROOM AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINT",4182
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED FOOD SPLASH OF MILK AND OTHER FOOD DEBRIS IN THE BOTTOM DESSERT COOLER AND BOTTOM SALAD COOLER. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEA",4183
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO VOMIT/DIARRHEA CLEANUP KIT OR WRITTEN PROCEDURES ON SITE AT TIME OF INSPECTION. INSTRUCTED MANAGEMENT TO PROVIDE. PRIORITY FOUNDATION 7-38-005 | 16. FOOD-CONTACT SURFACES: CLEAN,4184
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO SUPPLIES FOR RESPONDING TO VOMITING OR DIARRHEAL EVENTS. SUPPLIES MUST INCLUDE ADEQUATE SANITIZER THAT ELIMINATES NOROVIRUS. INSTRUCTED FACILITY TO PROVIDE CLEAN UP SUP,4185
53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: ALL WASHROOM DOORS MUST BE SELF CLOSING.",4186
53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE AT UNISEX RESTROOM AT FRONT DOOR. INSTRUCTED MANAGER TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EMPL",4187
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  OBSERVED FLOOR TILES CRACKED/BROKEN IN THE REAR AREA, ALSO NOTED MISSING AND/OR DAMAGED CEILING TILES ALSO IN THE REAR. MUST REPAIR AND MAINTAIN WHERE EVER NEEDED. MUST BE SMOOTH AND EASL",4188
